LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
20,0,6,3,52,6,6,5,7,6,0,18288,796,19993,13646,19320,4720,6986,2056,4041,2571,1207,4850,-1
20,0,6,3,52,6,6,5,7,6,0,18288,796,19994,13646,19320,4720,6986,2056,4041,2571,1207,4850,-1
20,0,6,3,51,6,6,5,7,6,0,18288,796,19994,13646,19320,4720,6986,2056,4041,2571,1207,4850,-1
19,0,6,3,51,6,6,5,7,6,0,18288,796,19994,13646,19320,4720,6986,2056,4041,2571,1207,4850,-1
19,0,5,3,51,6,6,5,7,6,0,18288,796,19994,13646,19320,4720,6986,2056,4041,2571,1207,4850,-1
19,0,5,3,51,6,6,5,7,6,0,18288,796,19994,13646,19321,4720,6986,2056,4041,2571,1207,4850,-1
19,0,5,3,51,6,6,5,7,6,0,18288,796,19994,13646,19321,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,5,8,6,0,18288,796,19994,13646,19321,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,6,8,6,0,18288,796,19994,13646,19321,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,6,8,6,0,18288,796,19994,13646,19322,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,6,8,6,1,18288,796,19994,13646,19322,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2056,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2057,4042,2571,1207,4850,-1
19,0,5,3,51,6,5,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2057,4042,2571,1207,4850,-1
19,0,5,3,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2057,4041,2571,1207,4850,-1
19,0,5,2,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2057,4041,2571,1207,4850,-1
19,0,5,2,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4720,6986,2057,4041,2570,1207,4850,-1
19,0,5,2,51,6,6,5,8,6,1,18288,796,19994,13646,19322,4721,6986,2057,4041,2570,1207,4850,-1
19,0,5,2,51,6,6,5,8,7,1,18288,796,19994,13646,19322,4721,6986,2057,4041,2570,1207,4850,-1
19,0,5,2,51,6,6,5,8,7,1,18288,796,19994,13646,19322,4721,6986,2056,4041,2570,1207,4850,-1
19,0,5,2,51,6,6,4,8,7,1,18288,796,19994,13646,19322,4721,6986,2056,4041,2570,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18288,796,19994,13646,19322,4721,6986,2056,4041,2570,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18288,796,19994,13646,19322,4721,6986,2056,4041,2569,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18289,796,19994,13646,19322,4721,6986,2056,4041,2569,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18289,796,19994,13646,19322,4721,6986,2056,4041,2568,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18289,796,19995,13646,19322,4721,6986,2056,4041,2568,1207,4850,-1
19,0,5,2,50,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2056,4041,2568,1207,4850,-1
19,0,5,2,51,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2056,4041,2568,1207,4850,-1
19,0,5,2,51,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1207,4850,-1
19,0,5,2,51,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1207,4851,-1
19,0,5,2,51,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1208,4851,-1
19,0,4,2,51,6,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1208,4851,-1
19,0,4,2,51,7,6,4,8,7,1,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1208,4851,-1
19,0,4,2,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1208,4851,-1
19,0,4,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6986,2057,4041,2568,1208,4851,-1
19,0,4,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6986,2057,4041,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6986,2057,4041,2567,1208,4851,-1
19,0,4,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6985,2057,4041,2567,1208,4851,-1
19,0,4,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4721,6985,2057,4040,2567,1208,4851,-1
19,0,4,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4720,6985,2057,4040,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,7,2,18289,797,19995,13646,19322,4720,6985,2057,4040,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,7,2,18289,797,19994,13646,19322,4720,6985,2057,4040,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,7,2,18289,797,19994,13646,19322,4720,6985,2057,4039,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,7,2,18289,797,19994,13647,19322,4720,6985,2057,4039,2567,1208,4851,-1
19,0,5,3,51,7,6,4,8,6,2,18289,797,19994,13647,19322,4720,6985,2057,4039,2567,1208,4851,-1
18,0,5,3,51,7,6,4,8,6,2,18289,797,19994,13647,19322,4720,6985,2057,4039,2567,1208,4851,-1
18,0,5,3,51,7,6,4,8,6,2,18289,797,19994,13647,19322,4720,6985,2057,4038,2567,1208,4851,-1
18,0,5,3,51,7,6,4,8,6,2,18289,797,19994,13647,19322,4720,6985,2057,4038,2567,1208,4850,-1
18,0,5,3,51,7,6,4,8,6,2,18290,797,19994,13647,19322,4720,6985,2057,4038,2567,1208,4850,-1
18,0,5,3,51,7,6,4,8,6,2,18290,797,19994,13647,19322,4720,6985,2058,4038,2567,1208,4850,-1
18,0,5,3,51,7,6,4,8,6,2,18290,797,19994,13647,19321,4720,6985,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,4,8,6,2,18290,797,19994,13647,19322,4720,6985,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,4,8,6,2,18290,797,19994,13647,19322,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,4,8,6,2,18290,797,19994,13648,19322,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,4,8,6,2,18290,797,19994,13648,19323,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,3,8,6,2,18290,797,19994,13648,19323,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,7,6,2,8,6,2,18290,797,19994,13648,19323,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,6,6,2,8,6,2,18290,797,19994,13648,19323,4720,6984,2058,4038,2567,1208,4850,-1
18,0,6,3,51,6,6,2,8,6,2,18290,797,19994,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
18,0,6,2,51,6,6,2,8,6,2,18290,797,19994,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
18,0,6,2,51,6,6,2,8,6,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
18,0,6,2,51,6,6,2,8,7,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
17,0,6,2,51,6,6,2,8,7,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
17,0,6,2,51,7,6,2,8,7,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
17,0,6,2,51,7,6,1,8,7,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4850,-1
17,0,6,2,51,7,6,1,8,7,2,18290,797,19995,13648,19323,4720,6985,2058,4038,2567,1208,4851,-1
17,0,6,2,51,7,6,1,8,7,2,18290,797,19995,13648,19323,4719,6985,2058,4038,2567,1208,4851,-1
17,0,6,2,51,6,6,1,8,7,2,18290,797,19995,13648,19323,4719,6985,2058,4038,2567,1208,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18290,797,19995,13648,19323,4719,6985,2058,4038,2567,1208,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18289,797,19995,13648,19323,4719,6985,2058,4038,2567,1208,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18289,797,19995,13648,19323,4719,6985,2058,4038,2567,1209,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18289,797,19995,13648,19323,4719,6985,2058,4037,2567,1209,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18289,797,19995,13648,19323,4719,6984,2058,4037,2567,1209,4851,-1
17,0,6,2,51,6,5,1,8,7,2,18289,797,19995,13648,19323,4719,6984,2058,4037,2568,1209,4851,-1
17,0,6,2,51,6,5,1,9,7,2,18289,797,19995,13648,19323,4719,6984,2058,4037,2568,1209,4851,-1
17,0,6,2,51,6,4,1,9,7,2,18289,797,19995,13648,19323,4719,6984,2058,4037,2568,1209,4851,-1
17,0,6,2,51,6,4,1,9,7,2,18289,797,19994,13648,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,2,51,6,4,1,9,7,2,18289,797,19994,13648,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,2,51,6,4,1,9,7,2,18289,797,19994,13649,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,2,51,6,4,1,9,7,2,18290,797,19994,13649,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,1,51,6,4,1,9,7,2,18290,797,19994,13649,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,1,52,6,4,1,9,7,2,18290,797,19994,13649,19323,4719,6984,2058,4037,2568,1209,4851,-1
18,0,6,1,52,6,4,1,9,7,2,18290,797,19994,13649,19323,4718,6984,2058,4037,2568,1209,4851,-1
18,0,6,1,52,6,4,1,8,7,2,18290,797,19994,13649,19323,4718,6984,2058,4037,2568,1209,4851,-1
18,0,6,1,52,6,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4037,2568,1209,4851,-1
19,0,6,1,52,6,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4037,2568,1209,4851,-1
19,0,6,1,52,5,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4037,2568,1209,4851,-1
19,0,6,1,52,5,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4037,2569,1209,4851,-1
19,0,6,1,52,5,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
19,0,6,2,52,5,4,1,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
19,0,6,2,52,5,4,0,8,7,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
19,0,6,2,52,5,4,0,8,8,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
19,0,6,2,51,5,4,0,8,8,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
20,0,6,2,51,5,4,0,8,8,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,2,18290,797,19995,13649,19323,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,2,18290,797,19995,13649,19322,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,2,18290,797,19995,13649,19322,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,5,4,0,8,8,2,18290,798,19995,13649,19322,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,5,4,0,8,8,2,18290,798,19995,13649,19321,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,5,4,0,8,8,2,18290,798,19995,13649,19321,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,2,18290,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,3,18290,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,5,4,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,4,4,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4851,-1
21,0,6,2,51,4,4,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,4,4,0,8,8,3,18288,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,4,3,0,8,8,3,18288,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
21,0,6,2,51,4,3,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
22,0,6,2,51,4,3,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
22,0,6,2,50,4,3,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2058,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,8,3,18289,798,19995,13650,19321,4718,6984,2059,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,8,3,18289,798,19995,13650,19321,4717,6984,2059,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,8,3,18289,798,19995,13649,19321,4717,6984,2059,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,8,3,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
22,0,6,2,50,4,2,0,8,7,3,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
22,0,6,2,50,4,1,0,8,7,3,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
21,0,6,2,50,4,1,0,8,7,3,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
21,0,6,2,50,4,2,0,8,7,3,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
21,0,6,2,50,4,1,0,8,7,4,18289,798,19995,13649,19320,4717,6984,2059,4036,2569,1209,4852,-1
21,0,6,2,50,4,1,0,8,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2569,1209,4852,-1
21,0,6,2,50,4,1,0,8,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2568,1209,4852,-1
21,0,6,2,50,4,1,0,9,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2568,1209,4852,-1
21,0,6,1,50,4,1,0,9,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2568,1209,4852,-1
21,0,6,1,50,4,1,0,9,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2569,1209,4852,-1
21,0,6,1,50,4,1,0,9,7,4,18289,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,1,0,9,7,4,18290,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,1,0,9,7,5,18290,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,0,0,9,7,5,18290,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,0,0,9,7,5,18291,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,0,0,9,8,5,18291,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,6,1,50,4,0,0,9,8,5,18291,797,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,5,1,50,4,0,0,9,8,5,18291,798,19995,13649,19320,4718,6984,2059,4036,2569,1208,4852,-1
21,0,5,1,50,4,0,0,9,8,5,18291,798,19995,13649,19320,4718,6984,2058,4036,2569,1208,4852,-1
21,0,5,1,50,4,0,0,9,8,5,18291,797,19995,13649,19320,4718,6984,2058,4036,2569,1208,4852,-1
21,0,5,1,50,4,0,0,9,8,5,18291,797,19995,13649,19320,4718,6984,2058,4036,2569,1207,4852,-1
21,0,5,1,49,4,0,0,9,8,5,18291,797,19995,13649,19320,4718,6984,2058,4036,2569,1207,4852,-1
21,0,5,1,49,4,0,0,8,8,5,18291,797,19995,13649,19320,4718,6984,2058,4036,2569,1207,4852,-1
21,0,5,1,49,4,0,0,8,8,6,18291,797,19995,13649,19320,4718,6984,2058,4036,2569,1207,4852,-1
21,0,5,1,49,4,0,0,8,8,6,18291,797,19995,13648,19320,4718,6984,2058,4036,2569,1207,4852,-1
21,0,5,1,49,4,0,0,8,8,6,18291,797,19995,13648,19320,4718,6984,2058,4036,2569,1208,4852,-1
21,0,5,1,49,4,0,0,9,8,6,18291,797,19995,13648,19320,4718,6984,2058,4036,2569,1208,4852,-1
21,0,5,1,49,4,0,0,9,8,6,18291,797,19995,13648,19320,4718,6984,2058,4036,2570,1208,4852,-1
21,0,5,1,49,5,0,0,9,8,6,18291,797,19995,13648,19320,4718,6984,2058,4036,2570,1208,4852,-1
21,0,5,1,49,5,0,0,9,8,6,18291,797,19994,13648,19320,4718,6984,2058,4036,2570,1208,4852,-1
22,0,5,1,49,5,0,0,9,8,6,18291,797,19994,13648,19320,4718,6984,2058,4036,2570,1208,4852,-1
22,0,4,1,49,5,0,0,9,8,6,18291,797,19994,13648,19320,4718,6984,2058,4036,2570,1208,4852,-1
22,0,4,1,49,5,0,0,9,8,6,18291,797,19994,13648,19320,4718,6984,2058,4036,2570,1207,4852,-1
22,0,4,1,49,5,0,0,9,8,6,18291,797,19994,13648,19320,4718,6984,2058,4036,2569,1207,4852,-1
22,0,4,1,49,5,0,0,9,8,6,18291,796,19994,13648,19320,4718,6984,2058,4036,2569,1207,4852,-1
22,0,4,1,49,5,0,0,9,8,6,18291,796,19994,13648,19320,4718,6984,2058,4036,2569,1207,4853,-1
22,0,4,1,49,5,0,0,9,8,6,18291,796,19994,13648,19321,4718,6984,2058,4036,2569,1207,4853,-1
22,0,4,1,49,5,0,0,9,8,6,18291,796,19994,13648,19321,4718,6984,2057,4036,2569,1207,4853,-1
22,0,4,1,49,5,0,0,9,8,6,18291,796,19994,13648,19321,4718,6985,2057,4036,2569,1207,4853,-1
22,0,4,1,50,5,0,0,9,8,6,18291,796,19994,13648,19321,4718,6985,2057,4036,2569,1207,4853,-1
22,0,4,1,50,5,0,0,9,7,6,18291,796,19994,13648,19321,4718,6985,2057,4036,2569,1207,4853,-1
22,0,4,1,50,5,0,0,8,7,6,18291,796,19994,13648,19321,4718,6985,2057,4036,2569,1207,4853,-1
22,0,4,1,50,5,0,0,8,7,6,18291,796,19994,13648,19321,4718,6986,2057,4036,2569,1207,4853,-1
22,0,3,1,50,5,0,0,8,7,6,18291,796,19994,13648,19321,4718,6986,2057,4036,2569,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,6,18291,796,19994,13648,19321,4718,6986,2057,4036,2569,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,6,18291,796,19994,13648,19321,4717,6986,2057,4036,2569,1207,4853,-1
22,0,3,1,50,5,0,0,8,7,6,18291,796,19994,13648,19321,4717,6986,2057,4036,2569,1207,4853,-1
22,0,3,1,50,5,0,0,8,7,6,18291,796,19994,13648,19321,4717,6986,2057,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,6,18291,796,19994,13648,19321,4717,6986,2057,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,6,18291,796,19994,13647,19321,4717,6986,2057,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,6,18291,796,19994,13647,19321,4717,6986,2058,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,8,7,5,18291,796,19994,13647,19321,4717,6986,2058,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13647,19321,4717,6986,2058,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19321,4717,6986,2058,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19321,4717,6986,2059,4036,2568,1207,4853,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19321,4717,6986,2059,4036,2568,1207,4852,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19321,4718,6986,2059,4036,2568,1207,4852,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19321,4719,6986,2059,4036,2568,1207,4852,-1
22,0,3,1,51,5,0,0,7,7,5,18291,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4852,-1
22,0,3,1,51,5,0,0,7,8,5,18291,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4852,-1
22,0,3,1,51,5,0,0,7,8,5,18291,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4851,-1
22,0,3,1,51,5,0,0,7,8,5,18292,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4851,-1
22,0,3,1,51,5,0,0,7,9,5,18292,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4851,-1
22,0,3,1,51,5,0,0,8,9,5,18292,796,19994,13648,19320,4719,6986,2059,4036,2568,1207,4851,-1
22,0,3,1,51,5,0,0,8,9,5,18292,796,19994,13648,19320,4719,6986,2059,4035,2568,1207,4851,-1
22,0,3,1,51,5,0,0,8,9,5,18292,796,19994,13648,19320,4719,6986,2059,4035,2568,1208,4851,-1
22,0,3,1,51,5,0,0,8,9,5,18292,796,19995,13648,19320,4719,6986,2059,4035,2568,1208,4851,-1
22,0,3,1,51,5,0,0,8,9,6,18292,796,19995,13648,19320,4719,6986,2059,4035,2568,1208,4851,-1
22,0,3,1,51,5,0,0,8,9,6,18292,796,19995,13648,19320,4719,6986,2060,4035,2568,1208,4851,-1
21,0,3,1,51,5,0,0,8,9,6,18292,796,19995,13648,19320,4719,6986,2060,4035,2568,1208,4851,-1
21,0,3,1,51,5,0,0,9,9,6,18292,796,19995,13648,19320,4719,6986,2060,4035,2568,1208,4851,-1
21,0,4,1,51,5,0,0,9,9,6,18292,796,19995,13648,19320,4719,6986,2060,4035,2568,1208,4851,-1
21,0,4,1,51,5,0,0,9,9,6,18292,796,19995,13648,19319,4719,6986,2060,4035,2568,1208,4851,-1
21,0,4,1,51,5,0,0,10,9,6,18292,796,19995,13648,19319,4719,6986,2060,4035,2568,1208,4851,-1
21,0,4,1,51,5,0,0,10,9,6,18292,796,19995,13648,19319,4719,6985,2060,4035,2568,1208,4851,-1
21,0,4,1,51,5,0,0,10,9,6,18292,796,19995,13648,19319,4719,6986,2060,4036,2568,1208,4851,-1
21,0,4,1,51,5,0,0,10,9,6,18293,796,19995,13648,19319,4719,6986,2060,4036,2568,1208,4851,-1
21,0,4,1,50,5,0,0,10,9,6,18293,796,19995,13648,19319,4719,6986,2060,4036,2568,1208,4851,-1
21,0,4,1,50,5,0,0,10,9,6,18293,796,19995,13648,19319,4719,6986,2061,4036,2568,1208,4851,-1
21,0,4,1,50,5,0,0,10,9,6,18293,796,19995,13648,19319,4720,6986,2061,4036,2568,1208,4851,-1
21,0,4,1,50,5,0,0,10,9,6,18293,796,19995,13648,19319,4720,6986,2061,4037,2568,1208,4851,-1
21,0,4,1,50,5,0,0,10,9,6,18293,796,19995,13648,19318,4720,6986,2061,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,796,19995,13648,19318,4720,6986,2061,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19995,13648,19318,4720,6986,2061,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19995,13648,19318,4720,6986,2060,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19995,13648,19318,4720,6986,2059,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19996,13648,19318,4720,6986,2059,4037,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19996,13648,19318,4720,6986,2059,4036,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19997,13648,19318,4720,6986,2059,4036,2568,1208,4851,-1
21,0,4,1,49,5,0,0,10,9,6,18293,795,19997,13648,19318,4720,6986,2060,4036,2568,1208,4851,-1
21,0,4,2,49,5,0,0,10,9,6,18293,795,19997,13648,19318,4720,6986,2060,4036,2568,1208,4851,-1
21,0,4,2,49,4,0,0,10,9,6,18293,795,19997,13648,19318,4720,6986,2060,4036,2568,1208,4851,-1
21,0,4,2,49,4,0,0,10,8,6,18293,795,19997,13648,19318,4720,6986,2060,4036,2568,1208,4851,-1
21,0,4,2,49,4,0,0,10,8,6,18293,794,19997,13648,19318,4720,6986,2060,4036,2568,1208,4851,-1
21,0,4,2,49,4,0,0,10,8,6,18293,794,19997,13648,19318,4720,6986,2060,4036,2568,1208,4852,-1
21,0,4,2,49,4,0,0,10,8,7,18293,794,19997,13648,19318,4720,6986,2060,4036,2568,1208,4852,-1
21,0,4,2,49,5,0,0,10,8,7,18293,794,19997,13648,19318,4720,6986,2060,4036,2568,1208,4852,-1
21,0,4,2,49,4,0,0,10,8,7,18293,794,19997,13648,19318,4720,6986,2060,4036,2568,1208,4853,-1
21,0,4,2,49,4,0,0,10,8,7,18293,794,19997,13648,19318,4720,6986,2060,4036,2567,1208,4853,-1
20,0,4,2,49,4,0,0,10,8,7,18293,794,19997,13648,19318,4720,6986,2060,4036,2567,1208,4853,-1
20,0,4,2,49,4,0,0,10,8,7,18293,794,19996,13648,19318,4720,6986,2060,4036,2567,1208,4853,-1
20,0,4,2,48,4,0,0,10,8,7,18293,794,19996,13648,19318,4720,6986,2060,4036,2567,1208,4853,-1
20,0,4,2,48,4,0,0,10,8,7,18293,794,19996,13648,19318,4720,6986,2060,4036,2567,1208,4854,-1
20,0,4,2,48,4,0,0,10,8,8,18293,794,19996,13648,19318,4720,6986,2060,4036,2567,1208,4854,-1
20,0,4,2,48,4,0,0,10,8,8,18293,794,19996,13648,19318,4720,6986,2060,4036,2568,1208,4854,-1
20,0,4,2,48,4,0,0,10,8,8,18293,795,19996,13648,19318,4720,6986,2060,4036,2568,1208,4854,-1
20,0,3,2,48,4,0,0,10,8,8,18293,795,19996,13648,19318,4720,6986,2060,4036,2568,1208,4854,-1
20,0,3,2,48,4,0,0,10,8,8,18293,795,19996,13648,19318,4721,6986,2060,4036,2568,1208,4854,-1
20,0,3,2,48,4,0,0,10,8,8,18293,795,19996,13648,19318,4721,6986,2060,4036,2567,1208,4854,-1
20,0,3,2,48,4,0,0,10,8,8,18293,795,19995,13648,19318,4721,6986,2060,4036,2567,1208,4854,-1
20,0,3,2,48,4,0,0,10,7,8,18293,795,19995,13648,19318,4721,6986,2060,4036,2567,1208,4854,-1
20,0,3,2,48,4,0,0,9,7,8,18293,795,19995,13648,19318,4721,6986,2060,4036,2567,1208,4854,-1
20,0,3,2,48,4,0,0,9,7,8,18293,795,19995,13649,19318,4721,6986,2060,4036,2567,1208,4854,-1
20,0,3,2,48,4,0,0,9,7,8,18293,795,19995,13649,19318,4721,6986,2060,4036,2567,1207,4854,-1
20,0,3,2,48,4,0,0,9,7,8,18293,795,19995,13649,19318,4721,6985,2060,4036,2567,1207,4854,-1
