LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
51,0,1,1,24,1,1,1,1,1,0,369,391,382,394,384,414,73,36,42,0,0,734,-1
7,1,3,1,11,4,4,2,2,2,1,7513,7078,5300,5240,5272,5378,0,699,94,464,5863,928,-1
16,1,2,1,24,0,0,0,0,0,0,306,347,364,1357,384,414,0,0,1334,0,0,0,-1
10,1,3,1,29,4,4,4,1,2,2,18461,17736,17704,15725,15203,15139,0,2463,7362,2200,2512,2502,1
0,0,3,2,14,2,2,2,2,2,2,4347,4602,4842,4760,4678,4591,873,815,268,290,949,1797,-1
9,0,1,2,5,1,1,1,1,1,2,5348,395,486,420,4906,8417,77,142,0,5013,5911,3164,-1
17,0,1,1,18,4,4,4,4,5,4,16039,16459,16580,17057,16715,16353,4696,3035,5346,0,0,2582,1
9,1,2,2,14,1,1,1,0,0,0,2058,2079,364,377,384,414,2244,0,0,0,0,0,-1
18,1,3,2,21,2,2,2,2,2,2,15417,14807,15280,16688,16848,16498,5559,5454,6281,4383,6110,6257,-1
36,1,1,1,31,4,4,9,9,8,8,1909,1931,1911,1900,1945,1995,0,0,0,0,0,0,1
27,0,2,2,14,2,2,2,1,1,1,21579,21261,20986,5068,5051,4623,5321,5318,5512,5127,4900,928,-1
20,1,1,2,8,2,2,1,2,2,0,15296,9145,9923,7779,384,414,717,7188,337,0,0,0,1
2,1,1,2,1,2,2,2,2,2,2,6728,6460,6598,6839,6023,7524,1291,1234,885,946,3742,0,-1
10,0,2,2,9,2,2,2,2,2,2,12353,12699,13191,13638,13849,11117,2486,2463,1809,1821,1795,1797,-1
29,0,1,1,25,2,2,2,2,2,2,21087,20947,20752,16914,16749,13891,5805,4190,1434,1518,2613,6743,-1
7,0,3,2,7,3,4,2,2,2,2,15575,15332,15452,15463,15314,15113,0,2468,2257,2266,2138,2279,-1
23,0,1,2,5,0,0,0,0,0,0,580,604,649,647,768,699,282,330,368,528,384,0,-1
18,1,1,2,7,1,1,1,1,1,2,965,2884,4771,2139,5656,4574,3437,5390,2775,5559,2512,5780,-1
21,0,1,2,12,1,1,1,1,1,1,487,538,551,549,677,600,219,203,249,409,263,258,-1
5,0,1,2,3,4,4,2,2,2,2,13508,13136,12553,8263,7673,7676,0,1731,621,1025,658,932,-1
15,0,1,2,16,2,2,2,2,2,2,12364,12275,12721,13541,13926,13815,2486,2098,2579,2530,1438,1797,-1
39,0,2,1,29,2,2,2,2,2,2,22517,21869,21036,19624,11592,20459,6013,5239,4268,2530,6892,5304,1
5,0,2,1,23,2,2,2,2,2,2,12413,12560,10357,9584,9750,9751,1217,1115,829,918,941,928,-1
15,1,3,1,22,1,1,4,2,1,1,465,1038,802,568,582,1433,706,0,0,290,1321,0,1
22,0,2,2,8,2,2,2,2,2,2,18980,18813,18713,18262,18037,17852,3763,3702,4214,3611,3456,3838,-1
8,1,5,2,6,2,2,2,2,2,2,12408,12739,12909,13391,13590,12457,2194,1475,1552,1580,1559,1208,-1
22,1,2,1,11,2,2,2,2,2,2,21103,20914,20824,20625,20276,19955,4790,5231,5346,4629,4655,4706,-1
7,1,2,2,13,3,4,4,4,2,2,8936,9035,9522,9618,10168,11019,1193,2395,0,2200,3105,0,-1
12,0,2,2,16,1,4,2,2,2,3,6874,6876,7070,7237,8029,7713,706,1283,710,1821,0,1465,1
18,1,2,2,11,2,2,2,2,2,2,8259,7010,11234,10953,10425,9425,1274,7142,885,946,949,928,-1
5,1,3,1,36,2,2,2,2,2,2,13263,13645,12925,13366,13366,13415,2111,1655,1809,1624,1795,1634,-1
0,1,2,3,25,3,4,2,2,2,2,4939,4711,4913,4395,4507,4036,0,705,1259,946,949,1797,-1
38,1,1,1,32,1,1,1,1,1,2,8365,4324,5500,10899,10848,4798,5096,5968,6829,6286,0,0,-1
2,1,1,2,5,1,2,1,1,1,1,5311,4730,628,629,641,414,774,279,344,362,0,724,-1
15,0,2,1,13,2,2,2,2,2,2,19374,19298,19189,19136,19048,18774,3461,3544,3415,5031,3509,3168,-1
2,0,1,2,5,1,1,1,1,1,1,580,638,649,647,660,1140,317,300,368,386,931,0,1
49,1,2,1,33,0,0,0,0,0,0,7159,3562,1528,1312,384,414,4285,1395,1259,0,0,2030,-1
5,0,3,2,5,2,2,2,2,3,2,9100,9380,9781,10896,10831,11107,1674,1655,2579,0,2512,2502,-1
17,0,2,2,10,2,2,2,2,2,2,9010,9157,9385,9826,9990,10957,1416,1426,1362,957,3105,0,-1
41,1,2,2,9,0,0,0,0,0,0,189,241,262,877,2667,2045,0,0,834,3105,2187,0,-1
20,1,1,2,10,2,2,2,2,2,2,11484,11823,12629,13434,13639,13647,2517,4164,2936,1821,1795,5190,-1
37,0,1,2,13,3,0,0,0,0,1,306,347,364,377,384,493,0,0,0,0,135,49,-1
14,1,5,2,15,2,2,2,2,2,2,17358,16725,16440,14129,17532,17019,3334,3143,3218,6788,3105,2832,-1
26,0,3,1,13,0,0,0,0,0,0,5726,5702,1093,305,311,1187,1782,726,88,0,1094,2171,-1
45,1,2,2,5,2,2,2,2,2,2,17657,17176,16272,15785,13936,9233,2887,2480,1845,1839,2522,2506,-1
51,0,2,1,22,2,2,2,2,2,2,5759,4316,4961,8416,6558,4201,1211,3714,6082,600,510,6465,-1
23,1,2,1,8,2,2,2,2,2,2,15216,12364,13848,9231,10139,13289,2486,5723,6070,5462,6355,2502,-1
48,0,2,1,20,0,0,0,0,0,1,6150,5632,10753,8382,6005,4271,6063,7219,34,64,4733,6412,-1
2,1,3,1,27,3,4,4,5,3,3,6369,6897,7011,6941,5114,414,2267,1089,0,0,0,0,1
21,1,2,2,3,2,2,2,2,2,2,18369,18353,18216,17476,17080,16931,4174,2974,2940,2790,2996,2675,-1
2,1,1,2,2,2,2,0,1,2,2,3916,347,364,7764,7989,8273,0,0,6381,669,976,553,-1
2,1,3,1,32,2,2,2,2,2,2,5758,5910,6074,6274,6418,6532,1291,1283,885,670,949,928,-1
20,1,2,1,13,3,1,1,1,1,1,304,901,1074,820,4879,11640,553,699,599,5012,6409,976,-1
25,1,2,2,15,2,1,1,2,2,2,3711,9516,3502,9570,3748,2652,7137,4280,6702,0,3039,3046,1
30,0,2,2,20,2,2,2,1,1,3,10926,10462,7410,1322,3521,1136,1166,699,1278,4173,0,5814,-1
32,1,1,2,9,2,2,2,2,2,2,18634,17167,16989,16354,16468,16593,3772,3197,3232,4763,5633,3607,-1
5,0,2,2,8,3,4,4,4,2,2,11283,11188,11781,12037,12174,12138,0,3436,0,1492,1478,1465,-1
20,1,2,1,13,0,0,0,1,1,1,3875,1969,2576,2762,2256,3132,2092,3020,3400,2553,3645,4143,-1
8,1,1,2,8,2,2,2,2,2,2,7073,7304,7552,8025,8400,8472,999,1007,885,946,949,865,1
7,0,2,1,16,1,4,2,2,1,1,5197,3792,3728,2466,3817,3789,0,2876,157,4425,2766,0,1
6,0,3,2,15,5,4,2,2,2,2,14381,14189,14238,11874,11468,11222,0,1788,1809,1821,1795,1797,-1
0,1,3,2,1,2,2,4,2,2,2,5096,4902,4694,4457,4568,4389,2074,7,266,294,299,928,1
5,1,3,2,9,2,2,4,2,2,2,13589,13778,13563,9639,9510,9445,3351,0,1362,1033,1795,1797,-1
14,0,2,2,5,4,2,2,2,2,2,19429,19313,18326,18312,18121,17923,4357,3436,3401,3399,3366,4898,1
3,0,2,2,4,2,2,2,2,2,2,4071,4336,4627,4680,4859,4992,996,1089,444,561,559,553,-1
19,0,2,1,28,1,1,1,1,1,2,590,654,803,1732,19419,18870,331,451,1886,6879,3952,3181,-1
7,1,1,2,2,1,1,1,1,1,1,888,2320,2966,420,1485,916,2592,3557,0,1502,0,5170,-1
34,1,2,1,7,1,1,1,1,1,1,563,347,915,447,586,981,0,559,123,294,949,0,-1
11,1,2,2,3,2,2,2,4,2,2,3814,4493,6266,4798,4824,4191,2236,4708,0,431,363,128,-1
27,0,3,1,26,2,2,2,2,2,2,20426,20290,20216,20087,19792,19544,4370,4322,4334,4317,4717,0,-1
16,0,2,1,10,5,4,2,2,2,2,9366,9476,9812,10471,11141,11287,1193,1655,1362,2530,2512,1382,1
2,0,2,2,3,5,4,2,2,1,1,7738,7421,7535,7854,5870,3184,0,943,585,5489,3701,0,-1
32,0,2,2,11,2,2,2,2,2,2,8416,8714,9107,9468,9743,10207,2486,2463,1362,1821,2512,1797,-1
44,0,1,2,10,2,2,2,2,2,2,10215,11592,12178,12912,4255,4277,5559,3695,4029,4714,3880,2385,-1
5,1,1,1,16,4,2,2,2,1,3,4399,4157,3858,3298,3587,3036,897,699,80,5271,0,928,-1
14,0,2,1,27,1,1,4,2,2,0,1423,3149,2974,2936,384,414,3767,0,0,0,0,2351,1
51,0,2,1,28,0,0,0,0,0,0,2854,3687,2721,18350,4650,2426,4442,3212,7388,4926,2728,6392,-1
8,0,3,1,24,2,2,2,2,2,2,9455,9322,9403,10144,10158,9732,1184,1655,1809,2530,3576,802,-1
40,1,1,1,13,3,0,1,1,0,0,306,347,1247,377,384,414,0,957,0,0,0,0,-1
25,1,1,1,22,1,1,1,2,2,1,7238,303,12522,7047,5429,3468,7055,7439,0,3855,5630,4016,-1
40,1,1,2,10,0,0,0,0,0,0,3811,3649,5618,3970,13301,6912,4400,6010,4792,6538,6208,5718,-1
10,1,1,1,14,2,2,2,2,2,2,14457,14525,14779,14928,14919,14987,1800,2463,1987,2054,3576,2502,-1
37,1,1,1,21,2,2,2,2,2,2,20776,20690,20793,20338,20039,19871,5563,6770,6078,5050,5928,5702,-1
14,0,1,2,15,3,1,1,2,2,1,301,1163,6909,5740,5270,1012,841,6536,0,339,796,3361,-1
11,0,2,1,30,2,2,2,2,2,2,12525,12699,13064,13600,13763,13830,1674,1655,1809,1821,2512,1797,-1
17,0,3,1,27,4,1,1,2,1,1,508,558,802,568,698,619,237,450,0,434,287,0,-1
17,0,2,1,27,2,2,2,2,2,2,19603,19389,19233,18635,18304,17993,3984,3695,3734,3611,3576,3104,-1
18,1,2,2,4,2,2,2,2,3,3,3070,3459,3683,4233,4165,4472,953,818,1711,0,949,0,-1
14,0,2,1,20,2,2,2,2,2,2,18405,18387,18354,18260,17853,17650,4092,4016,3506,3249,3366,3356,-1
2,1,2,1,28,2,2,1,1,2,2,6179,5921,937,7660,7871,8046,1692,293,6372,637,758,554,-1
15,0,1,2,7,0,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
5,1,2,2,7,2,2,2,2,2,2,12998,13341,13413,7991,8228,414,2128,1185,444,371,0,0,-1
16,1,2,1,17,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
8,0,2,1,20,0,0,0,0,0,1,2318,1083,364,377,1793,2818,719,0,0,1917,3258,0,-1
30,1,3,2,8,0,0,0,0,0,0,213,9749,2486,481,503,1147,7172,2900,163,194,943,0,1
6,1,3,2,11,2,2,2,2,2,2,15012,9433,9711,10195,10137,10338,1193,1185,888,1401,1397,971,-1
7,1,2,2,5,4,4,4,5,3,3,11998,12163,12938,13050,13163,12843,1674,3695,0,1580,0,2961,1
29,1,1,2,10,1,1,1,1,1,2,733,347,693,286,15198,15101,0,344,4,6672,2187,2502,-1
8,1,1,2,2,2,2,2,0,0,0,4681,3046,364,377,384,414,1291,0,0,0,0,0,-1
5,1,3,1,32,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
20,1,3,2,28,1,1,2,2,2,1,4287,7638,9714,10866,11941,8680,6851,6754,6081,5676,6028,3065,-1
20,1,1,1,13,0,0,0,0,0,0,468,3846,5038,2475,2011,1102,4630,5656,2989,2220,886,4560,-1
5,1,1,2,1,1,1,1,1,1,1,702,542,2541,1318,2290,2487,223,2959,1261,2597,2840,2973,1
2,1,2,2,5,4,1,2,2,2,2,1025,5219,5211,4618,4339,4197,5808,2246,446,205,477,9,-1
20,0,1,1,17,1,1,1,1,1,1,3698,881,1375,6484,3084,3700,534,1150,6144,3653,4282,2522,1
12,1,1,2,14,3,4,2,2,2,2,16324,16084,16255,16348,16305,16171,0,3143,2569,2609,2844,4172,-1
22,1,2,1,28,2,2,2,2,2,2,20613,20325,20108,19825,19412,19064,4912,4779,4129,3922,4212,4073,-1
64,0,1,2,19,2,2,2,2,2,2,22616,22263,21959,21319,20849,20469,6689,6732,5721,5462,5460,5408,-1
30,1,1,2,13,1,1,1,1,1,1,7873,3144,2569,4119,2442,5521,3787,3001,4910,2806,5334,4517,-1
0,1,2,2,28,3,4,2,2,2,2,4462,3148,3350,2756,2136,1363,0,699,0,0,0,0,1
5,0,2,2,8,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
28,1,1,1,18,1,2,1,1,1,1,4315,3492,660,1710,925,832,706,308,1849,733,540,957,1
13,0,1,2,9,2,2,2,2,2,2,2984,3395,3621,3670,3781,414,861,699,293,185,0,0,-1
3,1,3,1,7,2,2,2,4,2,2,8740,7681,7814,6394,6096,6006,1674,1655,0,1401,1271,0,-1
5,1,2,1,6,2,2,2,2,2,2,5056,5229,3417,3400,2694,414,841,699,104,0,0,5123,-1
7,1,3,1,17,2,2,2,2,2,2,9043,9148,6552,7117,7428,6677,969,1219,1809,946,949,928,-1
8,0,2,2,8,2,2,2,2,2,2,11888,12066,12318,12813,12939,12924,1769,1750,1643,1821,1795,2169,-1
2,1,2,1,1,4,4,4,2,2,2,7015,7707,7336,7505,5508,414,2486,0,325,1168,0,0,1
40,0,1,1,20,2,2,2,2,2,2,22671,21565,20996,20626,20134,19567,5676,4985,4599,4094,4676,3879,-1
48,1,2,2,11,2,2,2,2,2,2,19925,19226,18777,18529,14733,13873,3755,3436,2225,6557,2512,2502,-1
24,1,2,2,9,2,1,1,0,0,0,4325,4751,364,377,384,414,5452,0,0,0,0,154,-1
14,1,1,2,8,1,1,1,0,0,0,6461,2198,364,377,384,414,2403,0,0,0,0,0,-1
26,1,2,1,16,4,4,4,2,2,2,21818,21584,21291,20954,18165,18354,6000,0,5566,3316,5911,24,1
15,1,1,2,4,3,0,1,1,1,1,410,1692,2970,1421,2802,414,1638,3561,1429,3299,0,1713,-1
12,0,1,1,25,2,2,4,4,3,3,6395,7074,7151,7493,7767,7968,2650,892,1079,946,949,0,-1
2,1,2,1,26,2,2,2,2,2,3,7425,7082,7062,7348,8447,8422,976,984,721,2380,661,0,-1
26,1,4,2,21,1,1,1,1,1,1,568,1779,759,377,497,414,1770,408,0,185,0,617,-1
5,0,3,2,1,2,2,2,2,2,2,12017,11443,8587,4405,3841,3783,1193,795,885,464,464,928,1
18,1,2,2,6,4,4,4,4,2,2,19111,18996,18898,18642,18408,18255,4259,3484,0,3448,4026,2582,-1
31,1,5,1,14,3,0,0,0,0,0,5204,347,364,377,384,414,0,0,0,0,0,0,-1
37,0,2,1,23,1,1,1,1,1,1,3229,4749,6368,4881,3609,3378,5444,6391,5345,4246,3905,5386,-1
18,1,2,2,9,2,2,2,2,2,2,6322,6494,7901,8773,8917,6437,1193,3651,5463,5214,2844,3829,-1
27,1,1,1,21,4,4,7,7,5,4,1181,1241,1235,1230,826,650,0,0,0,0,0,0,-1
7,0,1,2,7,2,2,2,2,2,2,15462,15577,15133,9538,10236,8553,2486,1185,5962,2530,1397,3104,-1
5,0,2,2,3,1,1,1,1,2,1,1761,347,1687,6099,4356,3868,0,7170,6000,563,4432,345,-1
3,1,3,2,29,0,0,0,0,1,3,306,347,364,377,3818,3746,0,0,0,4427,0,0,-1
5,1,2,1,33,2,2,2,2,2,1,5527,5423,3646,1856,1621,1818,850,711,44,34,1870,2004,-1
36,0,2,1,16,1,1,1,1,1,1,514,540,3665,2461,1513,3554,221,4473,2978,1542,4123,290,-1
20,0,1,1,37,2,2,2,2,2,2,21048,20875,18693,18665,18433,18226,4980,3403,3481,3446,3444,3453,-1
8,0,3,2,5,3,4,4,4,3,3,15835,15602,15977,16073,15788,15973,0,4190,2449,0,4357,8,-1
6,1,2,1,10,2,2,2,5,3,3,12733,13254,14440,14404,14235,14392,2486,5454,0,0,3321,1955,-1
3,0,1,1,31,2,2,2,4,2,2,6703,6903,7562,7434,7771,8398,996,2098,0,946,1644,0,-1
11,1,1,2,15,2,2,2,2,2,2,18361,17806,16995,12651,12473,12428,3566,2833,1809,1821,1644,1549,-1
30,1,1,2,6,1,1,1,2,2,2,11949,16733,18641,17900,16412,11191,7753,7760,0,676,6122,6694,-1
5,1,3,1,1,2,2,2,2,1,2,8685,10504,8828,377,424,8198,5321,1192,0,77,5911,553,-1
51,0,1,2,18,1,1,1,1,2,1,1936,5523,8630,3765,3235,1482,5981,6927,4616,0,1384,4513,-1
37,0,1,2,15,1,1,1,2,2,2,22448,21103,15419,19914,6718,7604,7907,7821,7344,2530,2512,3576,-1
2,1,2,1,18,3,4,4,2,1,1,6239,5359,5097,4074,778,414,2894,0,885,541,0,0,-1
22,0,1,1,18,2,2,2,2,2,2,16094,19836,19751,19148,18127,17874,7802,4963,4207,3611,3576,3576,-1
2,1,2,2,1,2,2,4,2,2,3,5482,6575,6267,6496,6854,6675,3755,0,885,1401,0,651,-1
6,0,2,1,16,5,6,5,4,3,3,10334,10213,10072,10616,10974,11063,278,0,1175,1316,2114,2030,1
17,1,1,2,9,1,2,1,1,2,1,1392,1263,771,1173,1814,18752,706,418,1048,1475,6818,3634,-1
20,1,2,1,5,2,2,2,2,2,2,12784,12420,11242,11395,11545,11369,1485,1286,1809,2200,1397,1382,-1
2,1,1,2,2,2,2,2,2,2,2,8063,7984,7794,6145,6414,6567,1133,991,885,946,949,1797,-1
14,1,3,2,2,0,0,0,0,0,0,15424,11247,11582,12060,12134,2484,1674,2017,1930,1508,479,1827,-1
34,1,1,2,14,0,0,0,0,0,0,1464,347,364,377,10509,2380,0,0,0,6252,2655,0,-1
18,1,2,2,3,3,4,4,4,3,3,18370,18032,18284,18129,17299,17226,0,5125,3218,0,4486,0,1
37,1,2,1,14,2,2,2,1,1,2,3251,1963,364,540,2044,2686,718,0,237,2266,1814,1044,-1
2,0,3,1,30,4,2,2,2,2,2,6427,6617,6785,6987,7124,7205,960,970,546,596,597,617,-1
5,1,1,2,2,2,2,2,2,2,3,10915,10682,8613,3642,4982,4085,1237,699,0,2765,0,83,-1
10,1,2,1,4,2,2,2,2,2,2,8266,7988,7866,9302,10265,4307,1674,1655,4207,3131,3105,2502,-1
3,0,2,1,15,4,4,2,2,2,2,10375,9837,10031,10117,10378,10488,0,1655,828,946,1053,0,-1
7,1,2,1,23,2,2,2,2,2,2,2857,3782,4285,4960,5306,5517,2111,1655,1809,946,949,928,1
48,0,1,2,12,1,1,1,2,2,1,3456,5455,3834,1188,384,804,5954,4621,24,0,505,6900,-1
30,1,1,1,15,1,1,0,0,0,0,4532,320,337,352,359,391,26,0,0,0,0,0,-1
30,1,1,1,24,1,1,1,2,2,1,3868,4987,8547,8710,6095,1309,5575,6909,0,0,1167,0,1
20,1,1,2,5,0,0,0,0,0,0,1777,3709,2646,372,1133,2286,4469,3095,5,1011,2512,1030,-1
15,1,2,1,20,2,2,2,2,2,2,16458,16258,15976,16501,16478,16101,3228,2479,5346,3142,2575,2507,-1
22,1,2,2,4,2,2,2,2,2,2,20420,20255,19623,18616,18391,18197,4626,4636,3734,3399,3576,3347,1
43,0,1,2,10,0,0,0,0,0,0,1401,752,1648,1192,1231,3091,417,1586,1074,1149,3570,262,-1
21,1,2,2,24,0,0,0,0,0,0,612,1746,649,647,660,699,1723,300,368,386,384,377,-1
46,0,3,1,37,1,1,1,1,1,1,4758,3642,3271,4828,960,1045,4401,4083,5328,777,822,2161,-1
3,0,2,1,17,1,1,1,1,1,1,403,1423,364,3221,479,112,1215,0,3997,161,0,1797,-1
24,0,2,1,9,1,1,1,1,1,1,2142,4133,9442,2449,1280,3461,4919,7053,2949,1209,3988,1225,-1
43,1,2,2,4,1,2,2,2,2,2,9823,18793,18508,18202,17852,17475,7802,3156,3127,3185,3011,2892,-1
6,1,1,2,4,2,2,2,2,2,2,14411,14491,14756,12063,12150,11956,2486,3035,2804,1752,1478,1382,-1
3,1,3,2,3,1,1,1,1,1,1,3133,6255,3575,2143,1407,2677,6359,4412,2493,1388,3075,0,-1
8,1,1,2,8,0,0,1,4,3,4,2060,347,569,569,1434,1293,0,220,0,1140,0,0,-1
5,0,2,2,16,2,2,2,2,2,2,13035,13092,12877,13345,13535,13534,1787,1428,1552,1670,1818,1895,-1
23,0,3,2,6,0,0,0,0,0,0,7831,4984,8012,4887,4958,4960,5559,6780,168,5025,5027,4983,-1
20,0,1,2,10,2,2,2,2,2,2,3873,3837,4153,2909,15926,15566,1579,2471,2936,6701,2322,3013,-1
23,1,2,2,7,2,2,2,2,2,2,5764,7187,8062,12169,12388,5298,4259,2833,6427,1821,1397,4609,-1
13,1,2,2,3,2,2,2,2,2,2,18989,18650,14839,13355,13467,13427,3736,1689,1562,1639,1795,2290,-1
20,1,3,2,6,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
9,1,1,2,12,2,2,2,2,2,2,16639,17020,6945,7281,7528,7691,5321,1185,885,778,949,795,-1
12,0,1,2,6,1,1,1,1,2,2,508,558,1309,4675,5026,2070,237,1050,5346,946,1795,2502,-1
20,0,1,2,21,0,0,0,0,0,0,613,886,2587,943,1309,1450,538,3025,742,1252,1342,463,-1
2,1,2,2,11,4,5,4,4,3,2,7339,7033,6702,7947,7681,7559,0,0,2740,0,852,586,-1
21,1,1,1,16,4,4,4,4,3,3,16174,16259,16362,16463,16352,16197,3013,2463,2740,2200,2783,3262,1
8,1,2,2,23,2,2,2,2,2,2,16612,16539,16490,13835,13737,12355,4489,3143,1721,1821,4568,4920,-1
5,1,1,1,8,2,2,2,2,2,2,13634,13475,13380,4982,4772,4313,1860,885,885,1821,949,1382,-1
7,1,2,1,21,4,4,4,4,3,3,13754,13865,13939,14168,14184,14116,1860,1655,2220,1905,1966,1883,1
23,0,2,2,11,4,4,4,4,3,3,20991,20742,20528,20222,19697,19498,5321,4336,4294,464,5405,0,1
2,0,2,2,31,2,2,2,2,2,2,7227,7702,8059,8145,8197,414,1674,1655,0,0,0,0,-1
3,0,2,2,23,1,2,1,2,1,1,8338,8287,1549,818,1319,1633,893,1435,2,1350,1760,0,-1
10,0,1,2,10,4,4,4,4,3,3,10827,10721,11191,11472,11805,11552,0,2622,0,2397,0,1391,1
8,1,1,2,8,2,2,2,4,2,2,16677,16479,16599,16466,16085,15721,2373,6799,0,2530,2512,2502,1
21,0,2,2,12,2,2,2,2,2,2,20954,20794,20697,20499,20177,19866,5201,5231,4622,4515,4568,4812,-1
5,0,2,2,33,3,4,2,2,2,2,13024,12692,9517,9886,10017,9755,0,1089,1079,1401,949,1382,-1
13,1,2,2,2,2,2,2,2,2,2,19431,19058,18806,15644,15606,15467,3633,3705,2225,2334,2273,2372,-1
7,1,1,2,3,2,2,4,4,3,3,13098,13947,13995,14005,14254,13996,3755,1565,0,3448,0,2030,-1
21,1,1,1,12,2,2,2,2,2,2,7227,6712,6011,5193,5352,5393,932,1296,885,514,566,1382,-1
10,0,3,1,23,1,1,1,1,1,1,842,347,628,629,641,679,0,279,344,362,360,352,1
20,0,3,0,30,1,1,1,1,2,1,2527,3140,4599,1974,1116,2886,3775,5296,2245,0,3335,4179,-1
4,0,1,2,3,3,4,2,2,2,4,9993,9768,9974,10529,11314,11056,0,1185,949,3131,0,0,1
8,1,2,2,4,4,5,4,4,3,3,15637,15399,15788,15878,15814,15481,0,4190,2373,2530,0,3748,-1
21,1,1,1,16,3,1,1,1,1,1,306,878,984,445,449,601,531,619,121,117,264,0,1
2,1,2,2,2,1,1,1,4,1,1,4084,2486,435,1512,7172,5624,5060,93,3863,5833,536,0,-1
0,0,3,2,13,2,2,2,2,2,2,4700,4442,4695,4775,4935,5048,1813,852,353,371,369,266,-1
6,1,3,1,29,2,2,2,2,2,2,14934,14882,14763,10379,7154,10968,2728,1655,795,838,5999,2892,1
4,1,2,1,4,2,2,2,2,2,2,5500,5645,5824,5915,6040,6097,1213,1234,628,609,658,651,-1
29,1,1,2,12,1,1,1,1,1,1,577,694,947,401,1590,2672,366,585,55,1645,3067,0,1
5,0,2,1,33,0,0,0,0,0,0,1412,1798,364,1702,384,1728,1800,0,1834,0,1740,0,-1
2,0,2,2,4,2,2,2,2,3,3,7222,5989,5970,6526,6455,7088,1193,1089,1809,0,2187,0,-1
3,0,2,2,5,2,2,2,2,2,2,10744,10683,10739,11124,11147,10917,1291,1185,1362,1228,1195,931,-1
2,0,2,1,11,2,2,2,2,2,3,7140,7353,7617,7869,8422,8124,1304,1285,736,1413,0,502,-1
5,1,3,3,22,2,2,2,2,2,2,8983,8907,8762,8822,8698,8636,1485,1089,710,946,852,833,-1
51,0,2,1,21,3,1,4,4,2,2,86,2504,1653,1643,4481,3709,3501,0,0,4383,35,489,1
9,1,3,2,3,1,1,1,1,1,0,710,473,7257,746,384,414,154,6621,494,0,0,0,1
0,0,2,2,5,2,2,2,2,2,2,6525,3781,6322,4325,4424,4516,1891,829,970,293,290,156,-1
5,1,2,1,16,4,4,5,5,4,4,1033,1108,1102,1090,1125,1189,0,0,0,0,0,0,1
12,0,1,2,15,2,2,4,2,2,3,8990,9787,9594,10002,11069,10797,3501,0,1079,3022,0,1382,-1
20,1,1,2,6,2,2,2,2,2,2,20248,19972,19821,19453,19116,18683,4787,4524,3752,3813,3749,3748,-1
30,1,2,1,29,1,1,1,2,2,2,4749,2321,18493,18094,17590,17536,2594,7761,3218,3611,4852,3576,-1
9,1,2,2,3,1,2,2,2,2,2,7260,8469,8692,9821,11169,11409,3755,3695,3734,3611,2904,1797,-1
9,0,2,1,6,2,2,2,2,2,2,15729,15662,15131,14792,14135,13118,2179,1960,1494,1498,1286,573,-1
14,1,1,2,2,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
18,1,2,1,18,1,1,1,1,2,1,1055,422,444,553,459,491,108,101,254,0,133,1377,-1
37,0,1,1,18,1,1,1,0,0,0,1527,2020,364,377,384,414,2350,0,0,0,0,2140,-1
16,1,3,2,8,3,0,0,0,0,0,306,347,2753,1722,384,769,0,3258,1871,0,464,0,1
10,0,1,1,24,2,2,2,2,2,2,5271,5761,6470,7655,8699,9230,2259,2968,2798,2727,2953,0,-1
2,0,2,2,0,2,2,4,2,2,0,7853,8247,8021,8173,384,414,3755,0,0,0,0,0,1
37,0,1,1,15,2,2,1,2,2,2,11700,5922,18959,19524,18846,18337,1674,7775,6804,6139,3576,2502,-1
23,0,2,2,18,1,1,1,1,1,1,515,567,576,577,592,629,479,228,283,300,297,291,-1
11,1,3,2,8,2,2,2,2,2,2,17954,17997,18006,17974,17766,17561,3939,3878,3218,3193,3424,3313,1
21,0,2,2,16,2,2,2,2,2,2,19762,19466,13621,19724,19305,19023,4505,2528,7374,3872,4155,3784,-1
20,0,2,2,5,1,1,2,2,2,2,1516,5522,6036,6616,5725,3669,6144,3081,3744,660,331,1562,-1
5,0,2,2,23,2,2,2,2,2,2,9679,7658,4362,4368,4474,4555,859,836,269,296,295,299,-1
21,1,1,2,9,3,0,0,0,1,1,306,347,364,377,13604,414,0,0,0,6551,0,0,1
28,0,1,2,10,3,0,1,2,1,1,275,317,3032,1723,3643,1485,0,3656,10,4297,1393,1987,-1
51,0,2,1,19,2,2,2,1,1,2,17571,14793,8994,3486,19528,19134,2240,1741,4351,6893,3833,4111,-1
3,1,1,2,4,2,2,2,2,2,0,2717,3130,3403,3382,384,414,800,699,103,0,0,0,-1
